Order ID,Category,Platform,Quantity Sold,Selling Price,Date of Sale,Delivery Status,Delivery State
AMA-607274,Books,Amazon,7,654.73,2045-03-29,In Transit,State-8
AMA-740018,Accessories,Amazon,7,500.86,2045-03-30,In Transit,State-13
AMA-677985,Accessories,Amazon,9,564.50,2045-03-31,In Transit,State-1
AMA-151137,Fashion,Amazon,10,260.36,2045-04-01,Delivered,State-21
AMA-305220,Fashion,Amazon,8,884.72,2045-04-02,Cancelled,State-4
AMA-585490,Accessories,Amazon,7,699.33,2045-04-03,In Transit,State-16
AMA-502097,Books,Amazon,10,140.92,2045-04-04,Cancelled,State-12
AMA-459033,Electronics,Amazon,6,230.23,2045-04-05,In Transit,State-24
AMA-628751,Electronics,Amazon,6,646.77,2045-04-06,In Transit,State-17
AMA-207862,Accessories,Amazon,3,116.46,2045-04-07,In Transit,State-27
AMA-550758,Electronics,Amazon,2,275.57,2045-04-08,Delivered,State-25
AMA-218330,Accessories,Amazon,6,469.19,2045-04-09,Cancelled,State-12
AMA-745918,Accessories,Amazon,10,140.99,2045-04-10,In Transit,State-29
AMA-548173,Electronics,Amazon,8,985.41,2045-04-11,Delivered,State-13
AMA-555816,Electronics,Amazon,3,594.93,2045-04-12,Delivered,State-5
AMA-638555,Accessories,Amazon,1,722.24,2045-04-13,Cancelled,State-8
AMA-252893,Fashion,Amazon,8,421.39,2045-04-14,In Transit,State-10
AMA-293308,Accessories,Amazon,7,478.29,2045-04-15,Cancelled,State-3
AMA-450832,Books,Amazon,6,165.57,2045-04-16,Cancelled,State-19
AMA-125692,Accessories,Amazon,5,257.03,2045-04-17,Cancelled,State-6
AMA-727898,Books,Amazon,8,454.73,2045-04-18,In Transit,State-1
AMA-683259,Books,Amazon,5,766.08,2045-04-19,In Transit,State-13
AMA-747343,Books,Amazon,4,319.73,2045-04-20,In Transit,State-24
AMA-695061,Fashion,Amazon,2,397.15,2045-04-21,Cancelled,State-9
AMA-156504,Accessories,Amazon,5,711.55,2045-04-22,Cancelled,State-23
AMA-914265,Fashion,Amazon,3,173.02,2045-04-23,Cancelled,State-9
AMA-903466,Electronics,Amazon,3,349.21,2045-04-24,In Transit,State-16
AMA-151845,Accessories,Amazon,2,565.76,2045-04-25,Cancelled,State-5
AMA-787026,Electronics,Amazon,2,158.74,2045-04-26,Delivered,State-17
AMA-773325,Fashion,Amazon,3,669.34,2045-04-27,In Transit,State-14
AMA-480114,Fashion,Amazon,9,743.36,2045-04-28,Delivered,State-28
AMA-857049,Electronics,Amazon,7,862.68,2045-04-29,In Transit,State-3
AMA-262695,Accessories,Amazon,3,489.44,2045-04-30,Delivered,State-13
AMA-187511,Books,Amazon,1,424.10,2045-05-01,Delivered,State-20
AMA-603137,Books,Amazon,4,567.75,2045-05-02,Delivered,State-2
AMA-411775,Fashion,Amazon,10,402.14,2045-05-03,Delivered,State-26
AMA-496914,Books,Amazon,6,168.31,2045-05-04,Cancelled,State-19
AMA-374026,Accessories,Amazon,5,358.60,2045-05-05,Delivered,State-16
AMA-970327,Electronics,Amazon,8,357.87,2045-05-06,In Transit,State-19
AMA-693378,Electronics,Amazon,2,386.93,2045-05-07,Delivered,State-14
AMA-950867,Books,Amazon,7,623.79,2045-05-08,Cancelled,State-25
AMA-755201,Accessories,Amazon,5,838.31,2045-05-09,Cancelled,State-15
AMA-429091,Accessories,Amazon,1,500.13,2045-05-10,In Transit,State-3
AMA-221681,Fashion,Amazon,6,266.41,2045-05-11,Delivered,State-8
AMA-395635,Electronics,Amazon,6,769.10,2045-05-12,Cancelled,State-18
AMA-402669,Accessories,Amazon,5,252.08,2045-05-13,In Transit,State-25
AMA-932935,Books,Amazon,9,768.22,2045-05-14,In Transit,State-26
AMA-805346,Electronics,Amazon,1,530.47,2045-05-15,Cancelled,State-1
AMA-715175,Electronics,Amazon,1,614.22,2045-05-16,Cancelled,State-5
AMA-594498,Electronics,Amazon,1,761.55,2045-05-17,Delivered,State-16
AMA-879894,Books,Amazon,10,640.27,2045-05-18,Delivered,State-14
AMA-344261,Fashion,Amazon,6,308.81,2045-05-19,In Transit,State-26
AMA-772646,Books,Amazon,8,889.59,2045-05-20,Delivered,State-15
AMA-568198,Electronics,Amazon,3,774.12,2045-05-21,Delivered,State-13
AMA-543236,Fashion,Amazon,3,776.33,2045-05-22,In Transit,State-19
AMA-781238,Books,Amazon,4,347.97,2045-05-23,In Transit,State-8
AMA-584472,Accessories,Amazon,6,359.69,2045-05-24,In Transit,State-24
AMA-815815,Books,Amazon,1,617.47,2045-05-25,Cancelled,State-11
AMA-921014,Accessories,Amazon,10,581.93,2045-05-26,Cancelled,State-27
AMA-253200,Books,Amazon,4,259.22,2045-05-27,Cancelled,State-4
AMA-595385,Accessories,Amazon,10,575.26,2045-05-28,In Transit,State-2
AMA-941000,Accessories,Amazon,1,742.44,2045-05-29,Cancelled,State-27
AMA-249207,Accessories,Amazon,1,552.04,2045-05-30,Delivered,State-7
AMA-250105,Fashion,Amazon,1,338.05,2045-05-31,Cancelled,State-8
AMA-208844,Electronics,Amazon,1,873.49,2045-06-01,Cancelled,State-15
AMA-611044,Electronics,Amazon,2,865.11,2045-06-02,Delivered,State-19
AMA-645729,Accessories,Amazon,9,405.95,2045-06-03,In Transit,State-19
AMA-306182,Fashion,Amazon,1,407.04,2045-06-04,In Transit,State-9
AMA-671573,Fashion,Amazon,8,532.70,2045-06-05,Delivered,State-15
AMA-146025,Fashion,Amazon,3,453.03,2045-06-06,Cancelled,State-25
AMA-146820,Electronics,Amazon,9,891.10,2045-06-07,Delivered,State-2
AMA-114842,Accessories,Amazon,2,948.30,2045-06-08,Cancelled,State-19
AMA-768166,Books,Amazon,5,144.54,2045-06-09,In Transit,State-24
AMA-724584,Books,Amazon,1,468.92,2045-06-10,Cancelled,State-7
AMA-711194,Electronics,Amazon,4,864.58,2045-06-11,Cancelled,State-12
AMA-395929,Fashion,Amazon,7,125.87,2045-06-12,In Transit,State-7
AMA-159728,Accessories,Amazon,7,471.99,2045-06-13,Cancelled,State-14
AMA-869638,Books,Amazon,10,900.42,2045-06-14,In Transit,State-10
AMA-511267,Electronics,Amazon,2,440.96,2045-06-15,In Transit,State-9
AMA-895142,Fashion,Amazon,3,961.03,2045-06-16,Cancelled,State-16
AMA-890750,Electronics,Amazon,1,958.54,2045-06-17,Delivered,State-11
AMA-381185,Accessories,Amazon,2,274.80,2045-06-18,Cancelled,State-11
AMA-683983,Electronics,Amazon,9,908.97,2045-06-19,Cancelled,State-14
AMA-999737,Fashion,Amazon,6,616.95,2045-06-20,In Transit,State-23
AMA-236418,Books,Amazon,8,370.79,2045-06-21,Cancelled,State-10
AMA-209591,Accessories,Amazon,4,762.74,2045-06-22,Cancelled,State-18
AMA-197203,Accessories,Amazon,9,344.59,2045-06-23,Cancelled,State-2
AMA-788183,Accessories,Amazon,4,274.52,2045-06-24,In Transit,State-23
AMA-726537,Accessories,Amazon,7,660.06,2045-06-25,In Transit,State-8
AMA-935809,Fashion,Amazon,9,339.58,2045-06-26,Delivered,State-18
AMA-697520,Electronics,Amazon,5,925.89,2045-06-27,In Transit,State-19
AMA-221206,Electronics,Amazon,2,683.51,2045-06-28,In Transit,State-8
AMA-180712,Accessories,Amazon,7,167.99,2045-06-29,In Transit,State-6
AMA-411368,Accessories,Amazon,5,940.20,2045-06-30,Delivered,State-24
AMA-922766,Books,Amazon,5,500.98,2045-07-01,In Transit,State-16
AMA-291875,Fashion,Amazon,6,615.95,2045-07-02,Delivered,State-1
AMA-940172,Accessories,Amazon,6,780.12,2045-07-03,Cancelled,State-30
AMA-554645,Electronics,Amazon,4,518.60,2045-07-04,In Transit,State-1
AMA-473778,Fashion,Amazon,1,971.33,2045-07-05,Delivered,State-14
AMA-922077,Fashion,Amazon,2,965.74,2045-07-06,Cancelled,State-28
AMA-931807,Fashion,Amazon,4,990.57,2045-07-07,Cancelled,State-3
AMA-804692,Accessories,Amazon,7,653.30,2045-07-08,In Transit,State-18
AMA-546187,Fashion,Amazon,10,229.89,2045-07-09,Delivered,State-4
AMA-174596,Accessories,Amazon,10,161.57,2045-07-10,In Transit,State-20
AMA-238843,Books,Amazon,1,489.85,2045-07-11,Cancelled,State-15
AMA-169323,Electronics,Amazon,6,165.60,2045-07-12,In Transit,State-12
AMA-365284,Fashion,Amazon,7,388.40,2045-07-13,Cancelled,State-13
AMA-629806,Books,Amazon,7,944.14,2045-07-14,In Transit,State-3
AMA-340680,Books,Amazon,5,725.24,2045-07-15,In Transit,State-16
AMA-512027,Books,Amazon,9,369.58,2045-07-16,Cancelled,State-3
AMA-408336,Electronics,Amazon,7,219.16,2045-07-17,Delivered,State-9
AMA-960877,Electronics,Amazon,6,601.64,2045-07-18,Cancelled,State-13
AMA-509117,Fashion,Amazon,10,455.16,2045-07-19,In Transit,State-25
AMA-308338,Accessories,Amazon,9,981.77,2045-07-20,In Transit,State-3
AMA-147538,Electronics,Amazon,2,368.83,2045-07-21,Cancelled,State-30
AMA-988507,Fashion,Amazon,8,648.03,2045-07-22,In Transit,State-8
AMA-864532,Electronics,Amazon,8,970.90,2045-07-23,Delivered,State-6
AMA-203116,Electronics,Amazon,6,526.53,2045-07-24,In Transit,State-22
AMA-639679,Books,Amazon,3,616.21,2045-07-25,In Transit,State-3
AMA-225969,Electronics,Amazon,3,311.15,2045-07-26,Cancelled,State-3
AMA-607504,Fashion,Amazon,9,932.26,2045-07-27,Cancelled,State-19
AMA-625619,Books,Amazon,9,430.32,2045-07-28,Cancelled,State-14
AMA-605762,Books,Amazon,1,853.67,2045-07-29,Cancelled,State-2
AMA-243561,Accessories,Amazon,2,595.83,2045-07-30,Delivered,State-17
AMA-104322,Books,Amazon,2,360.01,2045-07-31,Cancelled,State-29
AMA-571598,Electronics,Amazon,3,176.35,2045-08-01,Cancelled,State-11
AMA-235660,Books,Amazon,8,906.90,2045-08-02,Delivered,State-5
AMA-146365,Fashion,Amazon,7,296.65,2045-08-03,In Transit,State-17
AMA-662554,Electronics,Amazon,1,969.26,2045-08-04,Delivered,State-18
AMA-726318,Electronics,Amazon,4,260.42,2045-08-05,Cancelled,State-7
AMA-582762,Fashion,Amazon,5,899.44,2045-08-06,Delivered,State-13
AMA-853238,Books,Amazon,1,307.20,2045-08-07,Cancelled,State-2
AMA-634408,Books,Amazon,7,460.59,2045-08-08,In Transit,State-5
AMA-235777,Fashion,Amazon,3,709.16,2045-08-09,Delivered,State-15
AMA-573700,Fashion,Amazon,6,416.39,2045-08-10,In Transit,State-20
AMA-904935,Electronics,Amazon,10,316.34,2045-08-11,Delivered,State-14
AMA-783306,Accessories,Amazon,10,794.37,2045-08-12,Cancelled,State-10
AMA-691550,Electronics,Amazon,3,842.41,2045-08-13,In Transit,State-26
AMA-173699,Books,Amazon,5,959.69,2045-08-14,Delivered,State-30
AMA-832889,Accessories,Amazon,2,573.51,2045-08-15,Delivered,State-2
AMA-765385,Accessories,Amazon,10,495.56,2045-08-16,Delivered,State-22
AMA-843178,Books,Amazon,10,147.90,2045-08-17,In Transit,State-3
AMA-258294,Electronics,Amazon,2,167.95,2045-08-18,In Transit,State-30
AMA-865088,Fashion,Amazon,7,805.14,2045-08-19,In Transit,State-2
AMA-278684,Fashion,Amazon,7,488.52,2045-08-20,Delivered,State-15
AMA-280572,Fashion,Amazon,9,147.14,2045-08-21,Delivered,State-8
AMA-583797,Electronics,Amazon,9,993.71,2045-08-22,Delivered,State-23
AMA-815730,Fashion,Amazon,8,243.84,2045-08-23,In Transit,State-20
AMA-827096,Accessories,Amazon,9,997.66,2045-08-24,In Transit,State-9
AMA-276976,Accessories,Amazon,3,171.73,2045-08-25,In Transit,State-12
AMA-579018,Accessories,Amazon,6,284.13,2045-08-26,Delivered,State-14
AMA-978454,Electronics,Amazon,3,576.00,2045-08-27,Delivered,State-4
AMA-533928,Electronics,Amazon,5,554.66,2045-08-28,Delivered,State-16
AMA-737625,Electronics,Amazon,5,174.25,2045-08-29,Delivered,State-21
AMA-157551,Accessories,Amazon,3,327.36,2045-08-30,Delivered,State-14
AMA-698382,Books,Amazon,7,174.87,2045-08-31,In Transit,State-14
AMA-103331,Accessories,Amazon,5,262.76,2045-09-01,Cancelled,State-8
AMA-112219,Accessories,Amazon,5,480.20,2045-09-02,In Transit,State-23
AMA-902765,Accessories,Amazon,5,381.02,2045-09-03,Delivered,State-17
AMA-171138,Fashion,Amazon,2,432.11,2045-09-04,In Transit,State-17
AMA-796371,Accessories,Amazon,5,310.34,2045-09-05,In Transit,State-9
AMA-466454,Books,Amazon,10,758.44,2045-09-06,Cancelled,State-24
AMA-153172,Fashion,Amazon,7,180.30,2045-09-07,Delivered,State-2
AMA-751954,Electronics,Amazon,3,667.76,2045-09-08,In Transit,State-28
AMA-392549,Electronics,Amazon,9,856.53,2045-09-09,Delivered,State-28
AMA-775076,Fashion,Amazon,2,180.38,2045-09-10,Delivered,State-14
AMA-985528,Books,Amazon,5,635.10,2045-09-11,Cancelled,State-12
AMA-693089,Books,Amazon,5,200.82,2045-09-12,In Transit,State-13
AMA-837035,Electronics,Amazon,5,742.87,2045-09-13,Cancelled,State-21
AMA-557813,Electronics,Amazon,7,414.71,2045-09-14,In Transit,State-10
AMA-518034,Fashion,Amazon,2,705.71,2045-09-15,Cancelled,State-17
AMA-334264,Books,Amazon,9,929.65,2045-09-16,Cancelled,State-25
AMA-773033,Electronics,Amazon,7,106.18,2045-09-17,Delivered,State-20
AMA-130943,Accessories,Amazon,7,918.53,2045-09-18,Delivered,State-23
AMA-568130,Electronics,Amazon,6,496.48,2045-09-19,Cancelled,State-3
AMA-888285,Electronics,Amazon,8,300.31,2045-09-20,Delivered,State-6
AMA-311176,Accessories,Amazon,6,479.51,2045-09-21,In Transit,State-13
AMA-899495,Electronics,Amazon,10,924.24,2045-09-22,In Transit,State-9
AMA-974551,Accessories,Amazon,1,533.96,2045-09-23,In Transit,State-30
AMA-794849,Fashion,Amazon,10,742.85,2045-09-24,Cancelled,State-17
AMA-369297,Accessories,Amazon,2,613.74,2045-09-25,Delivered,State-9
AMA-446993,Electronics,Amazon,3,938.22,2045-09-26,Cancelled,State-18
AMA-487496,Accessories,Amazon,10,471.38,2045-09-27,Delivered,State-15
AMA-843200,Accessories,Amazon,6,981.17,2045-09-28,Delivered,State-6
AMA-985273,Fashion,Amazon,4,405.19,2045-09-29,In Transit,State-7
AMA-161373,Electronics,Amazon,4,532.22,2045-09-30,Cancelled,State-9
AMA-441149,Electronics,Amazon,3,707.09,2045-10-01,Delivered,State-4
AMA-216111,Fashion,Amazon,5,144.13,2045-10-02,Cancelled,State-13
AMA-917951,Electronics,Amazon,7,636.05,2045-10-03,In Transit,State-7
AMA-440659,Books,Amazon,4,125.53,2045-10-04,In Transit,State-7
AMA-290471,Accessories,Amazon,7,177.29,2045-10-05,In Transit,State-25
AMA-271131,Fashion,Amazon,7,707.28,2045-10-06,Cancelled,State-2
AMA-881615,Books,Amazon,8,195.93,2045-10-07,In Transit,State-21
AMA-662000,Books,Amazon,4,364.10,2045-10-08,In Transit,State-17
AMA-740078,Fashion,Amazon,6,683.82,2045-10-09,Delivered,State-21
AMA-304206,Accessories,Amazon,4,167.90,2045-10-10,Cancelled,State-13
AMA-649850,Fashion,Amazon,10,145.28,2045-10-11,In Transit,State-12
AMA-987037,Books,Amazon,5,637.13,2045-10-12,Delivered,State-1
AMA-216130,Electronics,Amazon,6,447.06,2045-10-13,Cancelled,State-30
AMA-794684,Fashion,Amazon,9,589.94,2045-10-14,In Transit,State-10
AMA-390035,Fashion,Amazon,5,945.02,2045-10-15,In Transit,State-8
AMA-559048,Fashion,Amazon,4,889.80,2045-10-16,In Transit,State-24
AMA-201863,Accessories,Amazon,7,697.28,2045-10-17,In Transit,State-1
AMA-626566,Electronics,Amazon,2,589.27,2045-10-18,Delivered,State-23
AMA-598992,Fashion,Amazon,3,528.34,2045-10-19,Delivered,State-6
AMA-320050,Electronics,Amazon,10,633.62,2045-10-20,In Transit,State-5
AMA-213128,Accessories,Amazon,8,528.69,2045-10-21,In Transit,State-15
AMA-690808,Fashion,Amazon,6,762.00,2045-10-22,Cancelled,State-26
AMA-541600,Electronics,Amazon,1,937.30,2045-10-23,In Transit,State-12
AMA-936855,Electronics,Amazon,1,546.89,2045-10-24,Cancelled,State-26
AMA-717609,Electronics,Amazon,9,502.21,2045-10-25,In Transit,State-10
AMA-894847,Electronics,Amazon,3,227.97,2045-10-26,Cancelled,State-2
AMA-300523,Electronics,Amazon,9,976.10,2045-10-27,In Transit,State-28
AMA-137414,Fashion,Amazon,4,871.88,2045-10-29,Cancelled,State-22
AMA-516183,Fashion,Amazon,6,339.71,2045-10-30,Delivered,State-12
AMA-321620,Electronics,Amazon,6,552.83,2045-10-31,Delivered,State-12
AMA-565906,Books,Amazon,1,177.86,2045-11-01,Delivered,State-1
AMA-534542,Accessories,Amazon,3,154.80,2045-11-02,Cancelled,State-27
AMA-335781,Fashion,Amazon,9,544.63,2045-11-03,In Transit,State-14
AMA-109070,Electronics,Amazon,10,825.97,2045-11-04,In Transit,State-21
AMA-786904,Accessories,Amazon,4,133.66,2045-11-05,Cancelled,State-15
AMA-181392,Books,Amazon,4,167.89,2045-11-06,Delivered,State-1
AMA-921456,Accessories,Amazon,4,662.14,2045-11-07,Delivered,State-2
AMA-312004,Electronics,Amazon,9,514.26,2045-11-08,In Transit,State-19
AMA-361378,Fashion,Amazon,8,205.23,2045-11-09,Cancelled,State-16
AMA-591859,Fashion,Amazon,1,726.69,2045-11-10,In Transit,State-25
AMA-901371,Books,Amazon,7,867.86,2045-11-11,Delivered,State-15
AMA-913659,Electronics,Amazon,9,825.23,2045-11-12,In Transit,State-11
AMA-665732,Electronics,Amazon,7,497.37,2045-11-13,In Transit,State-29
AMA-345546,Electronics,Amazon,1,868.66,2045-11-14,Delivered,State-8
AMA-309939,Electronics,Amazon,5,683.14,2045-11-15,Delivered,State-16
AMA-812498,Fashion,Amazon,6,758.13,2045-11-16,In Transit,State-2
AMA-441325,Books,Amazon,4,131.55,2045-11-17,In Transit,State-23
AMA-106191,Fashion,Amazon,5,512.06,2045-11-18,Cancelled,State-27
AMA-829929,Electronics,Amazon,3,758.89,2045-11-19,Cancelled,State-1
AMA-203703,Books,Amazon,9,655.45,2045-11-20,Cancelled,State-11
AMA-572069,Fashion,Amazon,10,283.06,2045-11-21,Cancelled,State-2
AMA-361726,Fashion,Amazon,10,992.25,2045-11-23,Cancelled,State-30
AMA-851927,Fashion,Amazon,5,718.80,2045-11-24,Delivered,State-23
AMA-380024,Electronics,Amazon,9,247.04,2045-11-25,In Transit,State-10
AMA-751610,Fashion,Amazon,2,700.56,2045-11-26,In Transit,State-23
AMA-133595,Accessories,Amazon,3,748.12,2045-11-27,Delivered,State-3
AMA-990412,Electronics,Amazon,4,194.12,2045-11-28,Cancelled,State-24
AMA-514162,Electronics,Amazon,9,660.03,2045-11-29,Cancelled,State-30
AMA-445896,Electronics,Amazon,2,458.72,2045-11-30,Delivered,State-9
AMA-163453,Fashion,Amazon,2,637.15,2045-12-01,Delivered,State-30
AMA-787555,Books,Amazon,9,129.34,2045-12-02,Cancelled,State-25
AMA-349389,Books,Amazon,10,652.59,2045-12-03,In Transit,State-1
AMA-672102,Electronics,Amazon,2,360.34,2045-12-04,Delivered,State-29
AMA-511768,Fashion,Amazon,10,590.72,2045-12-06,Delivered,State-8
AMA-125219,Electronics,Amazon,9,313.96,2045-12-07,Delivered,State-6
AMA-301248,Accessories,Amazon,5,816.77,2045-12-08,Delivered,State-10
AMA-358694,Fashion,Amazon,9,492.15,2045-12-09,In Transit,State-28
AMA-182848,Electronics,Amazon,10,329.11,2045-12-10,In Transit,State-9
AMA-638601,Fashion,Amazon,2,584.13,2045-12-11,In Transit,State-30
AMA-965692,Books,Amazon,9,503.46,2045-12-12,In Transit,State-23
AMA-969693,Fashion,Amazon,7,465.44,2045-12-13,Cancelled,State-14
AMA-147505,Electronics,Amazon,6,596.14,2045-12-14,In Transit,State-26
AMA-155778,Electronics,Amazon,5,865.51,2045-12-15,Cancelled,State-30
AMA-673339,Books,Amazon,9,588.60,2045-12-16,Cancelled,State-9
AMA-339776,Fashion,Amazon,6,168.06,2045-12-17,Delivered,State-29
AMA-866386,Fashion,Amazon,6,629.21,2045-12-18,Delivered,State-29
AMA-230675,Accessories,Amazon,3,968.88,2045-12-19,In Transit,State-16
AMA-412851,Books,Amazon,4,731.61,2045-12-20,In Transit,State-9
AMA-146531,Accessories,Amazon,9,253.44,2045-12-21,Delivered,State-3
AMA-701661,Fashion,Amazon,8,143.99,2045-12-22,In Transit,State-27
AMA-732346,Fashion,Amazon,8,481.48,2045-12-23,Cancelled,State-13
AMA-899388,Books,Amazon,9,843.95,2045-12-24,In Transit,State-30
AMA-335552,Electronics,Amazon,3,483.23,2045-12-25,In Transit,State-12
AMA-547345,Accessories,Amazon,7,595.18,2045-12-26,Cancelled,State-14
AMA-494575,Books,Amazon,1,896.06,2045-12-27,Cancelled,State-9
AMA-565026,Accessories,Amazon,2,141.97,2045-12-28,Delivered,State-28
AMA-323603,Electronics,Amazon,1,445.65,2045-12-29,Cancelled,State-18
AMA-916817,Electronics,Amazon,3,705.21,2045-12-30,Cancelled,State-22
AMA-301305,Fashion,Amazon,10,706.06,2045-12-31,Cancelled,State-1
AMA-945966,Fashion,Amazon,1,735.04,2046-01-01,Delivered,State-23
AMA-928484,Electronics,Amazon,6,703.92,2046-01-02,In Transit,State-16
AMA-921428,Electronics,Amazon,3,524.98,2046-01-03,Cancelled,State-12
AMA-195588,Accessories,Amazon,9,970.04,2046-01-04,In Transit,State-20
AMA-449543,Electronics,Amazon,1,111.58,2046-01-05,Delivered,State-3
AMA-234229,Electronics,Amazon,10,927.54,2046-01-06,In Transit,State-5
AMA-958365,Electronics,Amazon,2,183.39,2046-01-07,In Transit,State-17
AMA-443921,Accessories,Amazon,6,475.40,2046-01-08,Delivered,State-9
AMA-415688,Books,Amazon,6,825.07,2046-01-09,Cancelled,State-8
AMA-488094,Books,Amazon,2,646.66,2046-01-10,Delivered,State-29
AMA-649082,Books,Amazon,9,158.72,2046-01-11,Delivered,State-19
AMA-209080,Electronics,Amazon,6,805.31,2046-01-12,Delivered,State-27
AMA-303526,Fashion,Amazon,6,153.84,2046-01-13,Cancelled,State-22
AMA-362361,Electronics,Amazon,4,512.97,2046-01-14,Cancelled,State-5
AMA-485268,Accessories,Amazon,7,840.62,2046-01-15,Cancelled,State-1
AMA-861031,Books,Amazon,2,463.13,2046-01-16,Cancelled,State-12
AMA-336484,Electronics,Amazon,4,761.65,2046-01-17,Delivered,State-3
AMA-475067,Fashion,Amazon,7,726.18,2046-01-18,Delivered,State-12
AMA-228828,Electronics,Amazon,2,128.02,2046-01-19,Delivered,State-21
AMA-921138,Fashion,Amazon,4,752.02,2046-01-20,Delivered,State-16
AMA-683789,Accessories,Amazon,1,552.22,2046-01-21,Cancelled,State-14
AMA-823680,Electronics,Amazon,1,381.49,2046-01-22,Cancelled,State-23
AMA-473635,Accessories,Amazon,4,541.90,2046-01-23,Delivered,State-15
AMA-848571,Accessories,Amazon,5,119.05,2046-01-24,In Transit,State-24
AMA-992609,Fashion,Amazon,4,581.74,2046-01-25,In Transit,State-11
AMA-835107,Accessories,Amazon,7,431.06,2046-01-26,Cancelled,State-3
AMA-556800,Accessories,Amazon,2,871.07,2046-01-27,Delivered,State-11
AMA-913614,Electronics,Amazon,6,328.35,2046-01-28,In Transit,State-13
AMA-901312,Books,Amazon,3,177.63,2046-01-29,Cancelled,State-13
AMA-667019,Accessories,Amazon,9,412.95,2046-01-30,Delivered,State-21
AMA-128930,Accessories,Amazon,2,476.08,2046-01-31,In Transit,State-24
AMA-513468,Books,Amazon,7,706.66,2046-02-01,Cancelled,State-23
AMA-890881,Books,Amazon,4,142.57,2046-02-02,Delivered,State-5
AMA-942911,Books,Amazon,1,298.16,2046-02-03,In Transit,State-12
AMA-743486,Fashion,Amazon,2,178.74,2046-02-04,In Transit,State-3
AMA-724892,Fashion,Amazon,10,364.30,2046-02-05,Cancelled,State-3
AMA-438348,Books,Amazon,4,753.63,2046-02-06,In Transit,State-24
AMA-285200,Books,Amazon,2,644.19,2046-02-07,Cancelled,State-11
AMA-926522,Fashion,Amazon,1,542.49,2046-02-08,In Transit,State-2
AMA-233395,Electronics,Amazon,10,143.36,2046-02-09,In Transit,State-22
AMA-922136,Fashion,Amazon,1,720.39,2046-02-10,Cancelled,State-5
AMA-592537,Electronics,Amazon,7,780.32,2046-02-11,In Transit,State-22
AMA-721691,Accessories,Amazon,5,330.83,2046-02-12,Delivered,State-27
AMA-157296,Fashion,Amazon,2,938.92,2046-02-13,In Transit,State-30
AMA-688819,Books,Amazon,10,538.45,2046-02-14,Delivered,State-28
AMA-741970,Accessories,Amazon,1,917.41,2046-02-15,In Transit,State-5
AMA-270958,Fashion,Amazon,2,283.29,2046-02-16,Cancelled,State-11
AMA-142781,Books,Amazon,9,806.60,2046-02-17,Cancelled,State-18
AMA-351221,Electronics,Amazon,4,177.96,2046-02-18,Delivered,State-18
AMA-206734,Electronics,Amazon,5,774.45,2046-02-19,Cancelled,State-30
AMA-237049,Accessories,Amazon,9,546.09,2046-02-20,Cancelled,State-4
AMA-833444,Accessories,Amazon,2,539.82,2046-02-21,Cancelled,State-26
AMA-360017,Fashion,Amazon,4,489.52,2046-02-22,In Transit,State-26
AMA-934707,Accessories,Amazon,8,757.20,2046-02-23,Delivered,State-14
AMA-985325,Electronics,Amazon,4,991.66,2046-02-24,Cancelled,State-8
AMA-914471,Books,Amazon,10,500.12,2046-02-25,Cancelled,State-4
AMA-738997,Accessories,Amazon,8,786.23,2046-02-26,Cancelled,State-30
AMA-238833,Books,Amazon,4,103.09,2046-02-27,In Transit,State-24
AMA-714644,Books,Amazon,8,775.77,2046-02-28,Cancelled,State-29
AMA-213241,Fashion,Amazon,9,434.98,2046-03-01,Delivered,State-16
AMA-228949,Books,Amazon,8,410.80,2046-03-02,Delivered,State-7
AMA-765595,Fashion,Amazon,8,864.50,2046-03-03,In Transit,State-11
AMA-484919,Books,Amazon,7,230.56,2046-03-04,Delivered,State-30
AMA-770082,Books,Amazon,8,459.57,2046-03-05,Delivered,State-4
AMA-790194,Electronics,Amazon,5,186.75,2046-03-06,In Transit,State-3
AMA-641403,Books,Amazon,5,456.31,2046-03-07,In Transit,State-3
AMA-863634,Accessories,Amazon,3,112.18,2046-03-09,Delivered,State-19
AMA-615715,Books,Amazon,2,723.04,2046-03-10,Delivered,State-25
AMA-105713,Books,Amazon,8,882.72,2046-03-11,Delivered,State-28
AMA-373146,Accessories,Amazon,4,322.60,2046-03-12,Delivered,State-30
AMA-756278,Books,Amazon,7,847.48,2046-03-13,Delivered,State-16
AMA-892534,Electronics,Amazon,1,382.58,2046-03-14,Cancelled,State-2
AMA-730422,Books,Amazon,7,299.16,2046-03-15,Cancelled,State-8
AMA-335647,Accessories,Amazon,8,477.33,2046-03-16,In Transit,State-10
AMA-209974,Books,Amazon,5,465.81,2046-03-17,Cancelled,State-27
AMA-447684,Accessories,Amazon,6,232.69,2046-03-18,Delivered,State-21
AMA-223283,Electronics,Amazon,8,243.37,2046-03-19,Cancelled,State-24
AMA-660469,Electronics,Amazon,9,723.33,2046-03-20,Delivered,State-13
AMA-866426,Fashion,Amazon,2,654.40,2046-03-21,In Transit,State-28
AMA-699041,Books,Amazon,9,610.94,2046-03-22,In Transit,State-17
AMA-736228,Accessories,Amazon,10,411.37,2046-03-23,Cancelled,State-28
AMA-450727,Fashion,Amazon,2,452.02,2046-03-24,Delivered,State-15
AMA-334885,Books,Amazon,2,636.03,2046-03-25,Delivered,State-16
